0, 186.577, 128.706, {2.070617117,-5.005376563,-2.822573821,2.856308945,1.553501187,-1.175969229,-3.766341176,0.2195833226,0.9668990067,-0.7321931944}
1, 160.033, 110.58, {-0.3993645914,-0.9084619383,0.504877409,0.01229373876,2.844328142,3.364666112,-0.787958338,-2.864080264,0.02233974674,-2.947545979}
2, 138.376, 73.5831, {-1.256653153,-3.919679244,-1.861585776,2.988490243,-0.9640391689,-0.8159989983,1.048007978,0.2902681524,1.098036794,-0.8679537694}
3, 131.612, 73.5831, {-1.256653153,-3.919679244,-1.861585776,2.988490243,-0.9640391689,-0.8159989983,1.048007978,0.2902681524,1.098036794,-0.8679537694}
4, 132.362, 73.5831, {-1.256653153,-3.919679244,-1.861585776,2.988490243,-0.9640391689,-0.8159989983,1.048007978,0.2902681524,1.098036794,-0.8679537694}
5, 128.069, 73.5831, {-1.256653153,-3.919679244,-1.861585776,2.988490243,-0.9640391689,-0.8159989983,1.048007978,0.2902681524,1.098036794,-0.8679537694}
6, 116.683, 65.0955, {-1.013445699,-1.107188136,-0.2364419154,1.043475243,-0.05802087212,-0.2050374809,-0.3157497394,-2.80049716,-0.2244542413,-1.926689261}
7, 102.816, 52.3938, {-0.8759630825,-3.024856882,0.02133289443,2.243901367,0.03840318765,0.02938729324,-0.7539876268,-1.858209363,0.9380670174,-1.911748477}
8, 96.2094, 52.3938, {-0.8759630825,-3.024856882,0.02133289443,2.243901367,0.03840318765,0.02938729324,-0.7539876268,-1.858209363,0.9380670174,-1.911748477}
9, 94.0009, 52.3938, {-0.8759630825,-3.024856882,0.02133289443,2.243901367,0.03840318765,0.02938729324,-0.7539876268,-1.858209363,0.9380670174,-1.911748477}
10, 86.4337, 52.3938, {-0.8759630825,-3.024856882,0.02133289443,2.243901367,0.03840318765,0.02938729324,-0.7539876268,-1.858209363,0.9380670174,-1.911748477}
11, 82.0269, 52.3938, {-0.8759630825,-3.024856882,0.02133289443,2.243901367,0.03840318765,0.02938729324,-0.7539876268,-1.858209363,0.9380670174,-1.911748477}
12, 79.8953, 52.3938, {-0.8759630825,-3.024856882,0.02133289443,2.243901367,0.03840318765,0.02938729324,-0.7539876268,-1.858209363,0.9380670174,-1.911748477}
13, 73.6666, 42.9173, {-1.001424892,-1.31081789,-0.0004824472787,2.046360405,0.9214870227,0.07586090595,-0.865914706,-2.148161883,-0.9728212573,-1.922167204}
14, 69.7719, 42.028, {-0.9967085236,-1.860746921,-0.002268932613,2.125680812,0.7652039026,0.07597341481,-0.8701834986,-2.058198683,-1.07049846,-1.923440122}
15, 61.7439, 42.028, {-0.9967085236,-1.860746921,-0.002268932613,2.125680812,0.7652039026,0.07597341481,-0.8701834986,-2.058198683,-1.07049846,-1.923440122}
16, 56.1511, 42.028, {-0.9967085236,-1.860746921,-0.002268932613,2.125680812,0.7652039026,0.07597341481,-0.8701834986,-2.058198683,-1.07049846,-1.923440122}
17, 52.6691, 42.028, {-0.9967085236,-1.860746921,-0.002268932613,2.125680812,0.7652039026,0.07597341481,-0.8701834986,-2.058198683,-1.07049846,-1.923440122}
18, 48.7986, 41.9644, {-0.944953691,-1.820533759,-0.174622232,2.075970978,0.8903143865,0.08038161442,-0.8672476088,-2.090058933,-0.941422629,-1.928579684}
19, 47.7105, 39.5157, {-0.8960378621,-1.805735119,-0.0613922905,2.083321711,0.9016553922,0.08061103182,-0.8533025565,-2.075928951,-0.9388711712,-1.926365309}
20, 46.0033, 39.5157, {-0.8960378621,-1.805735119,-0.0613922905,2.083321711,0.9016553922,0.08061103182,-0.8533025565,-2.075928951,-0.9388711712,-1.926365309}
21, 44.6607, 38.2249, {-0.9943781616,-1.949847236,-0.1532836661,2.059540009,0.7945136809,0.0798009494,-0.8685492314,-2.067079335,-0.9713789013,-1.946294376}
22, 42.2126, 38.2249, {-0.9943781616,-1.949847236,-0.1532836661,2.059540009,0.7945136809,0.0798009494,-0.8685492314,-2.067079335,-0.9713789013,-1.946294376}
23, 41.0602, 34.5008, {-0.9587702924,-1.901638254,-0.04433107823,2.07574255,0.8365604102,0.08102551034,-0.8566462565,-2.06098157,-0.9655502063,-1.937613413}
24, 39.5712, 34.5008, {-0.9587702924,-1.901638254,-0.04433107823,2.07574255,0.8365604102,0.08102551034,-0.8566462565,-2.06098157,-0.9655502063,-1.937613413}
25, 37.5237, 34.5008, {-0.9587702924,-1.901638254,-0.04433107823,2.07574255,0.8365604102,0.08102551034,-0.8566462565,-2.06098157,-0.9655502063,-1.937613413}
26, 36.5831, 34.0973, {-0.9916837837,-1.92147302,-0.05527800779,2.080907054,0.8289439949,0.08009826177,-0.8659224138,-2.061934688,-0.9539377354,-1.942010056}
27, 36.0155, 34.0973, {-0.9916837837,-1.92147302,-0.05527800779,2.080907054,0.8289439949,0.08009826177,-0.8659224138,-2.061934688,-0.9539377354,-1.942010056}
