{-0.996958651,-0.0001671574339,-0.0006896048286,0.0002623985255,-0.00163093881}	0.996394
{-0.996958658,-0.0001672096052,-0.0006896484694,0.0002623871207,-0.001630934984}	0.996394
{-0.9969586576,-0.0001671623322,-0.000689679084,0.0002621659496,-0.001630975855}	0.996394
{-0.9969586718,-0.0001672796624,-0.0006896124242,0.0002623469948,-0.001630948585}	0.996394
{-0.9969586626,-0.0001671687822,-0.0006898092794,0.000262190879,-0.001630917659}	0.996394
{-0.9969586551,-0.0001673092759,-0.0006897529323,0.000262238511,-0.001630938338}	0.996394
{-0.9969586572,-0.0001672695291,-0.0006897325324,0.0002623452447,-0.001630943135}	0.996394
{-0.996958661,-0.0001673886403,-0.0006897240554,0.0002623815916,-0.001630929949}	0.996394
{-0.9969586593,-0.0001671726815,-0.0006897440388,0.0002622868639,-0.001630975564}	0.996394
{-0.9969586341,-0.0001669921254,-0.000689802596,0.0002624206532,-0.001630980556}	0.996394
{-0.9969586589,-0.0001671645498,-0.0006901044555,0.0002621361931,-0.001630904361}	0.996394
{-0.9969586589,-0.0001671645498,-0.0006901044555,0.0002621361931,-0.001630904361}	0.996394
{-0.9969588052,-0.0001673449959,-0.0006896109282,0.0002621543555,-0.001630914736}	0.996394
{-0.9969588052,-0.0001673449959,-0.0006896109282,0.0002621543555,-0.001630914736}	0.996394
{-0.9969588052,-0.0001673449959,-0.0006896109282,0.0002621543555,-0.001630914736}	0.996394
{-0.9969588052,-0.0001673449959,-0.0006896109282,0.0002621543555,-0.001630914736}	0.996394
{-0.9969588052,-0.0001673449959,-0.0006896109282,0.0002621543555,-0.001630914736}	0.996394
{-0.9969586571,-0.0001675746641,-0.0006901057472,0.0002621460388,-0.001630928394}	0.996394
{-0.9969586571,-0.0001675746641,-0.0006901057472,0.0002621460388,-0.001630928394}	0.996394
{-0.9969586571,-0.0001675746641,-0.0006901057472,0.0002621460388,-0.001630928394}	0.996394
{-0.9969586571,-0.0001675746641,-0.0006901057472,0.0002621460388,-0.001630928394}	0.996394
{-0.9969586571,-0.0001675746641,-0.0006901057472,0.0002621460388,-0.001630928394}	0.996394
{-0.9969586571,-0.0001675746641,-0.0006901057472,0.0002621460388,-0.001630928394}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586726,-0.0001674968578,-0.0006900343059,0.0002623461798,-0.001630969809}	0.996394
{-0.9969586544,-0.0001670644383,-0.0006904755521,0.0002621244371,-0.001630903511}	0.996394
{-0.9969586544,-0.0001670644383,-0.0006904755521,0.0002621244371,-0.001630903511}	0.996394
{-0.9969586544,-0.0001670644383,-0.0006904755521,0.0002621244371,-0.001630903511}	0.996394
{-0.9969586544,-0.0001670644383,-0.0006904755521,0.0002621244371,-0.001630903511}	0.996394
{-0.9969586544,-0.0001670644383,-0.0006904755521,0.0002621244371,-0.001630903511}	0.996394
{-0.9969586544,-0.0001670644383,-0.0006904755521,0.0002621244371,-0.001630903511}	0.996394
{-0.9969586544,-0.0001670644383,-0.0006904755521,0.0002621244371,-0.001630903511}	0.996394
{-0.9969586544,-0.0001670644383,-0.0006904755521,0.0002621244371,-0.001630903511}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586546,-0.0001676493542,-0.0006903106161,0.0002621438346,-0.001630924579}	0.996394
{-0.9969586553,-0.0001685039316,-0.0006895673883,0.0002628822456,-0.001631040052}	0.996394
{-0.9969586553,-0.0001685039316,-0.0006895673883,0.0002628822456,-0.001631040052}	0.996394
{-0.9969586553,-0.0001685039316,-0.0006895673883,0.0002628822456,-0.001631040052}	0.996394
{-0.9969586553,-0.0001685039316,-0.0006895673883,0.0002628822456,-0.001631040052}	0.996394
{-0.9969586625,-0.0001684589254,-0.0006900239671,0.0002625566354,-0.001630916726}	0.996394
{-0.9969586625,-0.0001684589254,-0.0006900239671,0.0002625566354,-0.001630916726}	0.996394
{-0.9969586625,-0.0001684589254,-0.0006900239671,0.0002625566354,-0.001630916726}	0.996394
{-0.9969586625,-0.0001684589254,-0.0006900239671,0.0002625566354,-0.001630916726}	0.996394
{-0.9969586625,-0.0001684589254,-0.0006900239671,0.0002625566354,-0.001630916726}	0.996394
{-0.9969586625,-0.0001684589254,-0.0006900239671,0.0002625566354,-0.001630916726}	0.996394
{-0.9969586995,-0.0001679221446,-0.0006898248857,0.0002626638549,-0.001631016893}	0.996394
{-0.9969586995,-0.0001679221446,-0.0006898248857,0.0002626638549,-0.001631016893}	0.996394
{-0.9969586995,-0.0001679221446,-0.0006898248857,0.0002626638549,-0.001631016893}	0.996394
{-0.9969586995,-0.0001679221446,-0.0006898248857,0.0002626638549,-0.001631016893}	0.996394
{-0.9969586995,-0.0001679221446,-0.0006898248857,0.0002626638549,-0.001631016893}	0.996394
{-0.9969586995,-0.0001679221446,-0.0006898248857,0.0002626638549,-0.001631016893}	0.996394
{-0.9969586995,-0.0001679221446,-0.0006898248857,0.0002626638549,-0.001631016893}	0.996394
{-0.9969586995,-0.0001679221446,-0.0006898248857,0.0002626638549,-0.001631016893}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
{-0.996958667,-0.0001680636971,-0.0006900032986,0.0002624823621,-0.001631000551}	0.996394
